Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
not on backorder;15;High;>125%;76,00%;no;California;yes;cellular;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;13;High;>125%;84,00%;no;California;yes;cellular;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;101;High;>125%;274,00%;no;California;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;151;High;>125%;564,00%;no;California;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;25;High;>125%;230,00%;no;California;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;55;High;>125%;190,00%;no;California;yes;cellular;Stable (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;297;High;>125%;1140,00%;no;California;yes;cellular;Stable (Low Price);Below 50%;Consistent over (>20%)
not on backorder;40;High;>125%;118,00%;no;California;yes;cellular;Stable (Low Price);Below 50%;Consistent under (<-20%)
not on backorder;73;High;>125%;420,00%;no;California;yes;cellular;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;20;High;>125%;148,00%;no;California;yes;cellular;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;25;High;>125%;238,00%;no;California;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;255;High;>125%;1594,00%;no;California;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;33;High;>125%;238,00%;no;California;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;158;High;>125%;970,00%;no;California;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;132;High;>125%;312,00%;no;California;yes;cellular;Volatile (High Price);Below 50%;Accurate (5% to -5%)
not on backorder;251;High;>125%;754,00%;no;California;yes;cellular;Volatile (High Price);Below 50%;Consistent over (>20%)
not on backorder;85;High;>125%;248,00%;no;California;yes;cellular;Volatile (High Price);Below 50%;Consistent under (<-20%)
not on backorder;29;High;>125%;80,00%;no;California;yes;cellular;Volatile (High Price);Below 50%;Moderate over (5% to 20%)
not on backorder;11;High;>125%;62,00%;no;California;yes;cellular;Volatile (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;26;High;>125%;48,00%;no;California;yes;cellular;Volatile (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;18;High;>125%;60,00%;no;California;yes;cellular;Volatile (Low Price);Below 50%;Consistent over (>20%)
not on backorder;8;High;>125%;82,00%;no;California;yes;cellular;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;18;High;>125%;148,00%;no;California;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;11;High;>125%;76,00%;no;California;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;26;High;>125%;52,00%;no;California;yes;telephone;Declining;Below 50%;Accurate (5% to -5%)
not on backorder;5;High;>125%;60,00%;no;California;yes;telephone;Declining;Below 50%;Consistent over (>20%)
not on backorder;98;High;>125%;254,00%;no;California;yes;telephone;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;4;High;>125%;64,00%;no;California;yes;telephone;Growing;Below 50%;Consistent over (>20%)
not on backorder;4;High;>125%;68,00%;no;California;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;53;High;>125%;124,00%;no;California;yes;telephone;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;29;High;>125%;124,00%;no;California;yes;telephone;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;27;High;>125%;78,00%;no;California;yes;telephone;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;High;>125%;90,00%;no;California;yes;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;22;High;>125%;78,00%;no;California;yes;telephone;No Segment;Below 50%;Consistent over (>20%)
not on backorder;25;High;>125%;74,00%;no;California;yes;telephone;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;26;High;>125%;90,00%;no;California;yes;telephone;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;12;High;>125%;66,00%;no;California;yes;telephone;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;12;High;>125%;78,00%;no;California;yes;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;>125%;54,00%;no;California;yes;telephone;Stable (Low Price);Below 50%;Consistent over (>20%)
not on backorder;4;High;>125%;86,00%;no;California;yes;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;57;High;>125%;378,00%;no;California;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;High;>125%;56,00%;no;California;yes;telephone;Volatile (High Price);Below 50%;Accurate (5% to -5%)
not on backorder;18;High;>125%;172,00%;no;California;yes;telephone;Volatile (High Price);Below 50%;Consistent over (>20%)
not on backorder;5;High;>125%;66,00%;no;California;yes;unknown;Cyclical;Below 50%;Consistent under (<-20%)
not on backorder;26;High;>125%;70,00%;no;California;yes;unknown;Cyclical;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;26;High;>125%;82,00%;no;California;yes;unknown;Cyclical;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;105;High;>125%;302,00%;no;California;yes;unknown;Declining;Below 50%;Accurate (5% to -5%)
not on backorder;30;High;>125%;74,00%;no;California;yes;unknown;Declining;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;5;High;>125%;72,00%;no;California;yes;unknown;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;35;High;>125%;134,00%;no;California;yes;unknown;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;23;High;>125%;64,00%;no;California;yes;unknown;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;389;High;>125%;1384,00%;no;California;yes;unknown;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;5;High;>125%;84,00%;no;California;yes;unknown;Growing;Below 50%;Consistent over (>20%)
not on backorder;27;High;>125%;68,00%;no;California;yes;unknown;Growing;Below 50%;Moderate over (5% to 20%)
not on backorder;102;High;>125%;382,00%;no;California;yes;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;12;High;>125%;60,00%;no;California;yes;unknown;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;638;High;>125%;2642,00%;no;California;yes;unknown;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;21;High;>125%;162,00%;no;California;yes;unknown;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;5;High;>125%;84,00%;no;California;yes;unknown;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;100;High;>125%;284,00%;no;California;yes;unknown;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;372;High;>125%;1134,00%;no;California;yes;unknown;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;20;High;>125%;128,00%;no;California;yes;unknown;Intermittent;Below 50%;Consistent under (<-20%)
not on backorder;42;High;>125%;222,00%;no;California;yes;unknown;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;83;High;>125%;310,00%;no;California;yes;unknown;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;85;High;>125%;262,00%;no;California;yes;unknown;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;367;High;>125%;1290,00%;no;California;yes;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;57;High;>125%;208,00%;no;California;yes;unknown;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;21;High;>125%;66,00%;no;California;yes;unknown;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;26;High;>125%;60,00%;no;California;yes;unknown;No Segment;Below 50%;Accurate (5% to -5%)
not on backorder;8;High;>125%;66,00%;no;California;yes;unknown;No Segment;Below 50%;Consistent over (>20%)
not on backorder;8;High;>125%;78,00%;no;California;yes;unknown;No Segment;Between 50% and 70 %;Consistent over (>20%)
not on backorder;30;High;>125%;88,00%;no;California;yes;unknown;No Segment;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;53;High;>125%;146,00%;no;California;yes;unknown;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;68;High;>125%;248,00%;no;California;yes;unknown;Seasonal;Below 50%;Accurate (5% to -5%)
not on backorder;364;High;>125%;1374,00%;no;California;yes;unknown;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;39;High;>125%;134,00%;no;California;yes;unknown;Seasonal;Below 50%;Consistent under (<-20%)
not on backorder;110;High;>125%;384,00%;no;California;yes;unknown;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;23;High;>125%;64,00%;no;California;yes;unknown;Seasonal;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;399;High;>125%;1422,00%;no;California;yes;unknown;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;6;High;>125%;86,00%;no;California;yes;unknown;Seasonal;Between 70 and 85%;Consistent under (<-20%)
not on backorder;20;High;>125%;68,00%;no;California;yes;unknown;Stable (High Price);Below 50%;Accurate (5% to -5%)
not on backorder;110;High;>125%;418,00%;no;California;yes;unknown;Stable (High Price);Below 50%;Consistent over (>20%)
not on backorder;5;High;>125%;86,00%;no;California;yes;unknown;Stable (High Price);Below 50%;Consistent under (<-20%)
not on backorder;58;High;>125%;318,00%;no;California;yes;unknown;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;337;High;>125%;1154,00%;no;California;yes;unknown;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;45;High;>125%;164,00%;no;California;yes;unknown;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;57;High;>125%;144,00%;no;California;yes;unknown;Stable (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;543;High;>125%;1960,00%;no;California;yes;unknown;Stable (Low Price);Below 50%;Consistent over (>20%)
not on backorder;16;High;>125%;74,00%;no;California;yes;unknown;Stable (Low Price);Below 50%;Consistent under (<-20%)
not on backorder;86;High;>125%;350,00%;no;California;yes;unknown;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;15;High;>125%;82,00%;no;California;yes;unknown;Stable (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;49;High;>125%;136,00%;no;California;yes;unknown;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;16;High;>125%;88,00%;no;California;yes;unknown;Stable (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;22;High;>125%;152,00%;no;California;yes;unknown;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;47;High;>125%;210,00%;no;California;yes;unknown;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;668;High;>125%;2800,00%;no;California;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;105;High;>125%;534,00%;no;California;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;300;High;>125%;1158,00%;no;California;yes;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;26;High;>125%;58,00%;no;California;yes;unknown;Volatile (High Price);Below 50%;Accurate (5% to -5%)
not on backorder;83;High;>125%;250,00%;no;California;yes;unknown;Volatile (High Price);Below 50%;Consistent over (>20%)
not on backorder;28;High;>125%;68,00%;no;California;yes;unknown;Volatile (High Price);Below 50%;Moderate over (5% to 20%)
not on backorder;19;High;>125%;228,00%;no;California;yes;unknown;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;9;High;>125%;80,00%;no;California;yes;unknown;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;84;High;>125%;328,00%;no;California;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;129;High;>125%;510,00%;no;Florida;no;cellular;Declining;Below 50%;Accurate (5% to -5%)
not on backorder;25;High;>125%;132,00%;no;Florida;no;cellular;Declining;Below 50%;Consistent over (>20%)
not on backorder;17;High;>125%;74,00%;no;Florida;no;cellular;Declining;Below 50%;Moderate over (5% to 20%)
not on backorder;28;High;>125%;164,00%;no;Florida;no;cellular;Declining;Between 50% and 70 %;Consistent over (>20%)
not on backorder;17;High;>125%;64,00%;no;Florida;no;cellular;Declining;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;66;High;>125%;420,00%;no;Florida;no;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;103;High;>125%;428,00%;no;Florida;no;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;25;High;>125%;136,00%;no;Florida;no;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;1138;High;>125%;4792,00%;no;Florida;no;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;123;High;>125%;480,00%;no;Florida;no;cellular;Growing;Below 50%;Consistent over (>20%)
not on backorder;54;High;>125%;286,00%;no;Florida;no;cellular;Growing;Below 50%;Consistent under (<-20%)
not on backorder;134;High;>125%;824,00%;no;Florida;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;72;High;>125%;318,00%;no;Florida;no;cellular;Growing;Between 50% and 70 %;Consistent over (>20%)
not on backorder;20;High;>125%;80,00%;no;Florida;no;cellular;Growing;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;960;High;>125%;4664,00%;no;Florida;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;163;High;>125%;796,00%;no;Florida;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;22;High;>125%;138,00%;no;Florida;no;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;447;High;>125%;2010,00%;no;Florida;no;cellular;Intermittent;Below 50%;Accurate (5% to -5%)
not on backorder;710;High;>125%;2916,00%;no;Florida;no;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;6;High;>125%;58,00%;no;Florida;no;cellular;Intermittent;Below 50%;Consistent under (<-20%)
not on backorder;35;High;>125%;220,00%;no;Florida;no;cellular;Intermittent;Below 50%;Moderate over (5% to 20%)
not on backorder;43;High;>125%;224,00%;no;Florida;no;cellular;Intermittent;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;157;High;>125%;706,00%;no;Florida;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;7;High;>125%;84,00%;no;Florida;no;cellular;Intermittent;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;234;High;>125%;1066,00%;no;Florida;no;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;894;High;>125%;4380,00%;no;Florida;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;45;High;>125%;200,00%;no;Florida;no;cellular;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;89;High;>125%;406,00%;no;Florida;no;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;33;High;>125%;124,00%;no;Florida;no;cellular;No Segment;Below 50%;Consistent over (>20%)
not on backorder;16;High;>125%;74,00%;no;Florida;no;cellular;No Segment;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;17;High;>125%;90,00%;no;Florida;no;cellular;No Segment;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;8;High;>125%;70,00%;no;Florida;no;cellular;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;74;High;>125%;446,00%;no;Florida;no;cellular;No Segment;Between 70 and 85%;Consistent over (>20%)
not on backorder;20;High;>125%;66,00%;no;Florida;no;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
